gene,bin,cds_start,cds_end,n_variants,pathogenic_count,pathogenic_rate,pathogenic_expected,pathogenic_enrichment,pathogenic_poisson_tail,vus_count,vus_rate,vus_expected,vus_enrichment,vus_poisson_tail,high_spliceai_count,high_spliceai_rate,high_spliceai_expected,high_spliceai_enrichment,high_spliceai_poisson_tail,pvs1_count,pvs1_rate,pvs1_expected,pvs1_enrichment,pvs1_poisson_tail,pm5_ptc_count,pm5_ptc_rate,pm5_ptc_expected,pm5_ptc_enrichment,pm5_ptc_poisson_tail,bs3_count,bs3_rate,bs3_expected,bs3_enrichment,bs3_poisson_tail,bp1_count,bp1_rate,bp1_expected,bp1_enrichment,bp1_poisson_tail,pp3_count,pp3_rate,pp3_expected,pp3_enrichment,pp3_poisson_tail
BRCA1,74,3402,3448,141,5,0.035461,7.23875,0.690727,0.847696,10,0.070922,24.1806,0.413555,0.999622,3,0.0212766,3.57341,0.839534,0.692518,5,0.035461,6.90069,0.724565,0.817754,5,0.035461,6.64566,0.752371,0.792163,2,0.0141844,7.49675,0.266782,0.995285,125,0.886525,103.362,1.20934,0.0211988,3,0.0212766,3.14342,0.954376,0.608162
BRCA1,75,3449,3495,138,5,0.0362319,7.08474,0.705742,0.834599,1,0.00724638,23.6661,0.0422545,1,0,0,3.49738,0,0.969723,5,0.0362319,6.75386,0.740317,0.803348,5,0.0362319,6.50426,0.768727,0.776804,3,0.0217391,7.33725,0.408873,0.977055,132,0.956522,101.163,1.30483,0.00188056,0,0,3.07653,0,0.953881
BRCA1,76,3496,3541,141,4,0.0283688,7.23875,0.552581,0.929863,2,0.0141844,24.1806,0.082711,1,2,0.0141844,3.57341,0.559689,0.87167,4,0.0283688,6.90069,0.579652,0.912908,4,0.0283688,6.64566,0.601897,0.897788,2,0.0141844,7.49675,0.266782,0.995285,135,0.957447,103.362,1.30609,0.00163454,2,0.0141844,3.14342,0.636251,0.821273
BRCA1,77,3542,3588,141,4,0.0283688,7.23875,0.552581,0.929863,2,0.0141844,24.1806,0.082711,1,1,0.0070922,3.57341,0.279845,0.97194,4,0.0283688,6.90069,0.579652,0.912908,4,0.0283688,6.64566,0.601897,0.897788,0,0,7.49675,0,0.999445,134,0.950355,103.362,1.29641,0.00217819,1,0.0070922,3.14342,0.318125,0.956865
BRCA1,78,3589,3634,138,13,0.0942029,7.08474,1.83493,0.0293009,0,0,23.6661,0,1,0,0,3.49738,0,0.969723,13,0.0942029,6.75386,1.92482,0.0210666,13,0.0942029,6.50426,1.99869,0.0161028,2,0.0144928,7.33725,0.272582,0.994574,125,0.905797,101.163,1.23563,0.0120768,0,0,3.07653,0,0.953881
BRCA1,79,3635,3681,141,9,0.0638298,7.23875,1.24331,0.302525,4,0.0283688,24.1806,0.165422,1,1,0.0070922,3.57341,0.279845,0.97194,9,0.0638298,6.90069,1.30422,0.258056,9,0.0638298,6.64566,1.35427,0.226016,1,0.0070922,7.49675,0.133391,0.999445,128,0.907801,103.362,1.23837,0.0105661,1,0.0070922,3.14342,0.318125,0.956865
BRCA1,80,3682,3728,138,5,0.0362319,7.08474,0.705742,0.834599,4,0.0289855,23.6661,0.169018,1,1,0.00724638,3.49738,0.285928,0.969723,5,0.0362319,6.75386,0.740317,0.803348,5,0.0362319,6.50426,0.768727,0.776804,3,0.0217391,7.33725,0.408873,0.977055,129,0.934783,101.163,1.27517,0.00435179,1,0.00724638,3.07653,0.325041,0.953881
BRCA1,81,3729,3774,141,5,0.035461,7.23875,0.690727,0.847696,0,0,24.1806,0,1,0,0,3.57341,0,0.97194,5,0.035461,6.90069,0.724565,0.817754,5,0.035461,6.64566,0.752371,0.792163,2,0.0141844,7.49675,0.266782,0.995285,136,0.964539,103.362,1.31576,0.00121829,0,0,3.14342,0,0.956865
BRCA1,82,3775,3821,141,12,0.0851064,7.23875,1.65774,0.0648797,0,0,24.1806,0,1,0,0,3.57341,0,0.97194,12,0.0851064,6.90069,1.73896,0.0489901,12,0.0851064,6.64566,1.80569,0.0389259,2,0.0141844,7.49675,0.266782,0.995285,129,0.914894,103.362,1.24804,0.00826207,0,0,3.14342,0,0.956865
BRCA1,83,3822,3867,138,7,0.0507246,7.08474,0.988039,0.562837,3,0.0217391,23.6661,0.126764,1,0,0,3.49738,0,0.969723,7,0.0507246,6.75386,1.03644,0.513009,7,0.0507246,6.50426,1.07622,0.474147,2,0.0144928,7.33725,0.272582,0.994574,128,0.927536,101.163,1.26529,0.00567634,0,0,3.07653,0,0.953881
BRCA1,84,3868,3914,141,9,0.0638298,7.23875,1.24331,0.302525,44,0.312057,24.1806,1.81964,0.000186275,14,0.0992908,3.57341,3.91782,2.32577e-05,9,0.0638298,6.90069,1.30422,0.258056,9,0.0638298,6.64566,1.35427,0.226016,2,0.0141844,7.49675,0.266782,0.995285,88,0.624113,103.362,0.851376,0.943633,13,0.0921986,3.14342,4.13563,2.59996e-05
BRCA1,85,3915,3961,138,3,0.0217391,7.08474,0.423445,0.972201,8,0.057971,23.6661,0.338036,0.99994,1,0.00724638,3.49738,0.285928,0.969723,3,0.0217391,6.75386,0.44419,0.964355,3,0.0217391,6.50426,0.461236,0.957099,4,0.0289855,7.33725,0.545164,0.934207,127,0.92029,101.163,1.2554,0.00735227,1,0.00724638,3.07653,0.325041,0.953881
BRCA1,86,3962,4007,141,6,0.0425532,7.23875,0.828872,0.72874,3,0.0212766,24.1806,0.124067,1,2,0.0141844,3.57341,0.559689,0.87167,6,0.0425532,6.90069,0.869479,0.686428,6,0.0425532,6.64566,0.902845,0.651773,1,0.0070922,7.49675,0.133391,0.999445,132,0.93617,103.362,1.27706,0.0037899,2,0.0141844,3.14342,0.636251,0.821273
BRCA1,87,4008,4054,141,11,0.0780142,7.23875,1.5196,0.116331,15,0.106383,24.1806,0.620333,0.981759,6,0.0425532,3.57341,1.67907,0.15224,11,0.0780142,6.90069,1.59404,0.0916215,11,0.0780142,6.64566,1.65522,0.075283,3,0.0212766,7.49675,0.400173,0.979693,113,0.801418,103.362,1.09324,0.183472,4,0.0283688,3.14342,1.2725,0.384863
BRCA1,88,4055,4100,138,10,0.0724638,7.08474,1.41148,0.1782,40,0.289855,23.6661,1.69018,0.00135919,24,0.173913,3.49738,6.86228,6.35825e-13,10,0.0724638,6.75386,1.48063,0.145447,10,0.0724638,6.50426,1.53745,0.122982,1,0.00724638,7.33725,0.136291,0.999349,88,0.637681,101.163,0.869885,0.915257,19,0.137681,3.07653,6.17578,8.39149e-10
BRCA1,89,4101,4147,141,7,0.0496454,7.23875,0.967017,0.585224,1,0.0070922,24.1806,0.0413555,1,2,0.0141844,3.57341,0.559689,0.87167,7,0.0496454,6.90069,1.01439,0.535389,7,0.0496454,6.64566,1.05332,0.496275,4,0.0283688,7.49675,0.533565,0.940728,133,0.943262,103.362,1.28674,0.002883,1,0.0070922,3.14342,0.318125,0.956865
BRCA1,90,4148,4194,138,6,0.0434783,7.08474,0.846891,0.709983,64,0.463768,23.6661,2.70429,5.7172e-12,15,0.108696,3.49738,4.28892,4.22671e-06,5,0.0362319,6.75386,0.740317,0.803348,5,0.0362319,6.50426,0.768727,0.776804,2,0.0144928,7.33725,0.272582,0.994574,65,0.471014,101.163,0.642528,0.99995,14,0.101449,3.07653,4.55057,4.51161e-06
BRCA1,91,4195,4240,141,6,0.0425532,7.23875,0.828872,0.72874,124,0.879433,24.1806,5.12808,1.11022e-16,1,0.0070922,3.57341,0.279845,0.97194,6,0.0425532,6.90069,0.869479,0.686428,6,0.0425532,6.64566,0.902845,0.651773,9,0.0638298,7.49675,1.20052,0.337587,0,0,103.362,0,1,1,0.0070922,3.14342,0.318125,0.956865
BRCA1,92,4241,4287,141,8,0.0567376,7.23875,1.10516,0.436814,79,0.560284,24.1806,3.26708,1.11022e-16,0,0,3.57341,0,0.97194,8,0.0567376,6.90069,1.1593,0.386492,8,0.0567376,6.64566,1.20379,0.348649,6,0.0425532,7.49675,0.800347,0.758208,46,0.326241,103.362,0.445038,1,0,0,3.14342,0,0.956865
BRCA1,93,4288,4333,138,2,0.0144928,7.08474,0.282297,0.993227,1,0.00724638,23.6661,0.0422545,1,1,0.00724638,3.49738,0.285928,0.969723,2,0.0144928,6.75386,0.296127,0.990956,2,0.0144928,6.50426,0.307491,0.988766,3,0.0217391,7.33725,0.408873,0.977055,134,0.971014,101.163,1.3246,0.00103831,1,0.00724638,3.07653,0.325041,0.953881
BRCA1,94,4334,4380,141,12,0.0851064,7.23875,1.65774,0.0648797,63,0.446809,24.1806,2.6054,3.65942e-11,56,0.397163,3.57341,15.6713,0,12,0.0851064,6.90069,1.73896,0.0489901,12,0.0851064,6.64566,1.80569,0.0389259,3,0.0212766,7.49675,0.400173,0.979693,66,0.468085,103.362,0.638532,0.999965,50,0.35461,3.14342,15.9063,1.11022e-16
BRCA1,95,4381,4427,138,6,0.0434783,7.08474,0.846891,0.709983,29,0.210145,23.6661,1.22538,0.159689,7,0.0507246,3.49738,2.0015,0.0650864,6,0.0434783,6.75386,0.88838,0.666759,6,0.0434783,6.50426,0.922472,0.631578,6,0.0434783,7.33725,0.817746,0.740278,101,0.731884,101.163,0.99839,0.519686,3,0.0217391,3.07653,0.975123,0.593736
BRCA1,96,4428,4473,141,5,0.035461,7.23875,0.690727,0.847696,7,0.0496454,24.1806,0.289489,0.999989,1,0.0070922,3.57341,0.279845,0.97194,5,0.035461,6.90069,0.724565,0.817754,5,0.035461,6.64566,0.752371,0.792163,2,0.0141844,7.49675,0.266782,0.995285,129,0.914894,103.362,1.24804,0.00826207,1,0.0070922,3.14342,0.318125,0.956865
BRCA1,97,4474,4520,141,10,0.070922,7.23875,1.38145,0.194516,32,0.22695,24.1806,1.32338,0.0729702,19,0.134752,3.57341,5.31705,9.03889e-09,9,0.0638298,6.90069,1.30422,0.258056,9,0.0638298,6.64566,1.35427,0.226016,4,0.0283688,7.49675,0.533565,0.940728,99,0.702128,103.362,0.957798,0.679217,19,0.134752,3.14342,6.04438,1.1856e-09
BRCA1,98,4521,4566,138,9,0.0652174,7.08474,1.27034,0.282022,0,0,23.6661,0,1,0,0,3.49738,0,0.969723,9,0.0652174,6.75386,1.33257,0.239428,9,0.0652174,6.50426,1.38371,0.208933,4,0.0289855,7.33725,0.545164,0.934207,128,0.927536,101.163,1.26529,0.00567634,0,0,3.07653,0,0.953881
BRCA1,99,4567,4613,141,8,0.0567376,7.23875,1.10516,0.436814,2,0.0141844,24.1806,0.082711,1,3,0.0212766,3.57341,0.839534,0.692518,8,0.0567376,6.90069,1.1593,0.386492,8,0.0567376,6.64566,1.20379,0.348649,4,0.0283688,7.49675,0.533565,0.940728,131,0.929078,103.362,1.26739,0.00494807,2,0.0141844,3.14342,0.636251,0.821273
BRCA1,100,4614,4660,138,7,0.0507246,7.08474,0.988039,0.562837,4,0.0289855,23.6661,0.169018,1,1,0.00724638,3.49738,0.285928,0.969723,7,0.0507246,6.75386,1.03644,0.513009,7,0.0507246,6.50426,1.07622,0.474147,8,0.057971,7.33725,1.09033,0.451404,127,0.92029,101.163,1.2554,0.00735227,1,0.00724638,3.07653,0.325041,0.953881
BRCA1,101,4661,4706,141,8,0.0567376,7.23875,1.10516,0.436814,35,0.248227,24.1806,1.44744,0.022597,10,0.070922,3.57341,2.79845,0.00382496,7,0.0496454,6.90069,1.01439,0.535389,7,0.0496454,6.64566,1.05332,0.496275,5,0.035461,7.49675,0.666956,0.867701,96,0.680851,103.362,0.928774,0.778403,8,0.0567376,3.14342,2.545,0.0153096
BRCA1,102,4707,4753,141,3,0.0212766,7.23875,0.414436,0.975266,1,0.0070922,24.1806,0.0413555,1,0,0,3.57341,0,0.97194,3,0.0212766,6.90069,0.434739,0.968065,3,0.0212766,6.64566,0.451423,0.961364,10,0.070922,7.49675,1.33391,0.223221,137,0.971631,103.362,1.32544,0.000901933,0,0,3.14342,0,0.956865
BRCA1,103,4754,4799,138,6,0.0434783,7.08474,0.846891,0.709983,1,0.00724638,23.6661,0.0422545,1,1,0.00724638,3.49738,0.285928,0.969723,6,0.0434783,6.75386,0.88838,0.666759,6,0.0434783,6.50426,0.922472,0.631578,9,0.0652174,7.33725,1.22662,0.315817,131,0.949275,101.163,1.29494,0.00250476,0,0,3.07653,0,0.953881
BRCA1,104,4800,4846,141,6,0.0425532,7.23875,0.828872,0.72874,2,0.0141844,24.1806,0.082711,1,3,0.0212766,3.57341,0.839534,0.692518,6,0.0425532,6.90069,0.869479,0.686428,6,0.0425532,6.64566,0.902845,0.651773,9,0.0638298,7.49675,1.20052,0.337587,132,0.93617,103.362,1.27706,0.0037899,1,0.0070922,3.14342,0.318125,0.956865
BRCA1,105,4847,4893,138,5,0.0362319,7.08474,0.705742,0.834599,4,0.0289855,23.6661,0.169018,1,5,0.0362319,3.49738,1.42964,0.274061,4,0.0289855,6.75386,0.592254,0.904467,4,0.0289855,6.50426,0.614982,0.888443,10,0.0724638,7.33725,1.36291,0.20528,128,0.927536,101.163,1.26529,0.00567634,4,0.0289855,3.07653,1.30016,0.36991
BRCA1,106,4894,4939,141,8,0.0567376,7.23875,1.10516,0.436814,0,0,24.1806,0,1,3,0.0212766,3.57341,0.839534,0.692518,7,0.0496454,6.90069,1.01439,0.535389,7,0.0496454,6.64566,1.05332,0.496275,122,0.865248,7.49675,16.2737,0,130,0.921986,103.362,1.25772,0.00641592,3,0.0212766,3.14342,0.954376,0.608162
BRCA1,107,4940,4986,141,5,0.035461,7.23875,0.690727,0.847696,31,0.219858,24.1806,1.28202,0.102547,4,0.0283688,3.57341,1.11938,0.479122,4,0.0283688,6.90069,0.579652,0.912908,4,0.0283688,6.64566,0.601897,0.897788,107,0.758865,7.49675,14.2729,0,18,0.12766,103.362,0.174145,1,4,0.0283688,3.14342,1.2725,0.384863
BRCA1,108,4987,5032,138,10,0.0724638,7.08474,1.41148,0.1782,44,0.318841,23.6661,1.8592,0.000118281,15,0.108696,3.49738,4.28892,4.22671e-06,7,0.0507246,6.75386,1.03644,0.513009,7,0.0507246,6.50426,1.07622,0.474147,95,0.688406,7.33725,12.9476,0,0,0,101.163,0,1,11,0.0797101,3.07653,3.57545,0.000360147
BRCA1,109,5033,5079,141,28,0.198582,7.23875,3.86807,3.6803e-09,42,0.297872,24.1806,1.73693,0.00063317,40,0.283688,3.57341,11.1938,0,4,0.0283688,6.90069,0.579652,0.912908,4,0.0283688,6.64566,0.601897,0.897788,76,0.539007,7.49675,10.1377,0,0,0,103.362,0,1,36,0.255319,3.14342,11.4525,1.11022e-16
BRCA1,110,5080,5126,138,10,0.0724638,7.08474,1.41148,0.1782,64,0.463768,23.6661,2.70429,5.7172e-12,4,0.0289855,3.49738,1.14371,0.462802,7,0.0507246,6.75386,1.03644,0.513009,7,0.0507246,6.50426,1.07622,0.474147,72,0.521739,7.33725,9.81295,0,0,0,101.163,0,1,3,0.0217391,3.07653,0.975123,0.593736
BRCA1,111,5127,5172,141,17,0.120567,7.23875,2.34847,0.00136162,38,0.269504,24.1806,1.57151,0.0056136,5,0.035461,3.57341,1.39922,0.288485,11,0.0780142,6.90069,1.59404,0.0916215,11,0.0780142,6.64566,1.65522,0.075283,89,0.631206,7.49675,11.8718,0,0,0,103.362,0,1,5,0.035461,3.14342,1.59063,0.209383
BRCA1,112,5173,5219,141,10,0.070922,7.23875,1.38145,0.194516,33,0.234043,24.1806,1.36473,0.0506205,2,0.0141844,3.57341,0.559689,0.87167,6,0.0425532,6.90069,0.869479,0.686428,6,0.0425532,6.64566,0.902845,0.651773,99,0.702128,7.49675,13.2057,0,0,0,103.362,0,1,3,0.0212766,3.14342,0.954376,0.608162
BRCA1,113,5220,5265,138,9,0.0652174,7.08474,1.27034,0.282022,47,0.34058,23.6661,1.98596,1.51616e-05,0,0,3.49738,0,0.969723,8,0.057971,6.75386,1.18451,0.364665,8,0.057971,6.50426,1.22996,0.327865,86,0.623188,7.33725,11.721,0,0,0,101.163,0,1,0,0,3.07653,0,0.953881
BRCA1,114,5266,5312,141,10,0.070922,7.23875,1.38145,0.194516,47,0.333333,24.1806,1.94371,2.54066e-05,3,0.0212766,3.57341,0.839534,0.692518,7,0.0496454,6.90069,1.01439,0.535389,7,0.0496454,6.64566,1.05332,0.496275,93,0.659574,7.49675,12.4054,0,0,0,103.362,0,1,3,0.0212766,3.14342,0.954376,0.608162
BRCA1,115,5313,5359,138,8,0.057971,7.08474,1.12919,0.41391,34,0.246377,23.6661,1.43665,0.0265802,4,0.0289855,3.49738,1.14371,0.462802,5,0.0362319,6.75386,0.740317,0.803348,5,0.0362319,6.50426,0.768727,0.776804,104,0.753623,7.33725,14.1743,0,0,0,101.163,0,1,4,0.0289855,3.07653,1.30016,0.36991
BRCA1,116,5360,5405,141,7,0.0496454,7.23875,0.967017,0.585224,27,0.191489,24.1806,1.1166,0.309262,0,0,3.57341,0,0.97194,7,0.0496454,6.90069,1.01439,0.535389,7,0.0496454,6.64566,1.05332,0.496275,117,0.829787,7.49675,15.6068,0,0,0,103.362,0,1,0,0,3.14342,0,0.956865
BRCA1,117,5406,5452,141,5,0.035461,7.23875,0.690727,0.847696,43,0.304965,24.1806,1.77829,0.000347128,10,0.070922,3.57341,2.79845,0.00382496,4,0.0283688,6.90069,0.579652,0.912908,4,0.0283688,6.64566,0.601897,0.897788,99,0.702128,7.49675,13.2057,0,0,0,103.362,0,1,7,0.0496454,3.14342,2.22688,0.0412642
BRCA1,118,5453,5498,138,6,0.0434783,7.08474,0.846891,0.709983,27,0.195652,23.6661,1.14087,0.27252,6,0.0434783,3.49738,1.71557,0.142041,3,0.0217391,6.75386,0.44419,0.964355,0,0,6.50426,0,0.998503,111,0.804348,7.33725,15.1283,0,0,0,101.163,0,1,6,0.0434783,3.07653,1.95025,0.09183
BRCA1,119,5499,5545,141,14,0.0992908,7.23875,1.93403,0.0165607,48,0.340426,24.1806,1.98506,1.25604e-05,0,0,3.57341,0,0.97194,11,0.0780142,6.90069,1.59404,0.0916215,0,0,6.64566,0,0.9987,85,0.602837,7.49675,11.3382,0,0,0,103.362,0,1,0,0,3.14342,0,0.956865
BRCA1,120,5546,5592,138,3,0.0217391,7.08474,0.423445,0.972201,31,0.224638,23.6661,1.30989,0.0842389,0,0,3.49738,0,0.969723,2,0.0144928,6.75386,0.296127,0.990956,0,0,6.50426,0,0.998503,50,0.362319,7.33725,6.81455,0,60,0.434783,101.163,0.593103,0.999996,0,0,3.07653,0,0.953881
BRCA2,1,1,85,258,11,0.0426357,13.2454,0.830478,0.768791,175,0.678295,44.2453,3.95522,1.11022e-16,9,0.0348837,6.53858,1.37645,0.213031,10,0.0387597,12.6268,0.791967,0.808099,10,0.0387597,12.1601,0.822359,0.771318,4,0.0155039,13.7175,0.291599,0.999405,68,0.263566,189.131,0.35954,1,9,0.0348837,5.75178,1.56473,0.12822
BRCA2,2,86,170,255,16,0.0627451,13.0914,1.22218,0.244532,93,0.364706,43.7308,2.12665,6.40475e-11,9,0.0352941,6.46255,1.39264,0.203997,16,0.0627451,12.48,1.28205,0.192352,16,0.0627451,12.0187,1.33125,0.156944,4,0.0156863,13.558,0.29503,0.999325,142,0.556863,186.931,0.759637,0.99973,6,0.0235294,5.6849,1.05543,0.50248
BRCA2,3,171,256,258,12,0.0465116,13.2454,0.905976,0.671257,0,0,44.2453,0,1,1,0.00387597,6.53858,0.152938,0.998553,12,0.0465116,12.6268,0.95036,0.607913,12,0.0465116,12.1601,0.986831,0.55659,1,0.00387597,13.7175,0.0728998,0.999999,246,0.953488,189.131,1.30069,4.27183e-05,0,0,5.75178,0,0.996823
BRCA2,4,257,341,255,15,0.0588235,13.0914,1.14579,0.334227,18,0.0705882,43.7308,0.411609,0.999996,8,0.0313725,6.46255,1.2379,0.321774,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,1,0.00392157,13.558,0.0737574,0.999999,222,0.870588,186.931,1.1876,0.00679828,6,0.0235294,5.6849,1.05543,0.50248
BRCA2,5,342,427,258,7,0.0271318,13.2454,0.528486,0.977595,11,0.0426357,44.2453,0.248614,1,8,0.0310078,6.53858,1.22351,0.332893,7,0.0271318,12.6268,0.554377,0.967855,7,0.0271318,12.1601,0.575651,0.958098,0,0,13.7175,0,0.999999,240,0.930233,189.131,1.26896,0.000209824,8,0.0310078,5.75178,1.39087,0.222611
BRCA2,6,428,512,255,10,0.0392157,13.0914,0.763862,0.840138,20,0.0784314,43.7308,0.457343,0.999978,18,0.0705882,6.46255,2.78528,0.000141149,10,0.0392157,12.48,0.801284,0.797032,7,0.027451,12.0187,0.582424,0.954653,2,0.00784314,13.558,0.147515,0.999981,224,0.878431,186.931,1.1983,0.0045843,16,0.0627451,5.6849,2.81447,0.000286695
BRCA2,7,513,598,258,12,0.0465116,13.2454,0.905976,0.671257,80,0.310078,44.2453,1.8081,8.61635e-07,31,0.120155,6.53858,4.74109,4.20486e-12,12,0.0465116,12.6268,0.95036,0.607913,11,0.0426357,12.1601,0.904595,0.669332,2,0.00775194,13.7175,0.1458,0.999984,165,0.639535,189.131,0.872413,0.9656,25,0.0968992,5.75178,4.34648,2.59295e-09
BRCA2,8,599,683,255,4,0.0156863,13.0914,0.305545,0.999023,46,0.180392,43.7308,1.05189,0.38558,21,0.0823529,6.46255,3.24949,4.48247e-06,4,0.0156863,12.48,0.320514,0.998421,4,0.0156863,12.0187,0.332814,0.997741,1,0.00392157,13.558,0.0737574,0.999999,205,0.803922,186.931,1.09666,0.100692,20,0.0784314,5.6849,3.51809,2.36583e-06
BRCA2,9,684,769,258,8,0.0310078,13.2454,0.603984,0.952498,18,0.0697674,44.2453,0.406823,0.999997,10,0.0387597,6.53858,1.52938,0.125951,8,0.0310078,12.6268,0.633574,0.934522,8,0.0310078,12.1601,0.657887,0.917261,1,0.00387597,13.7175,0.0728998,0.999999,232,0.899225,189.131,1.22667,0.00140813,9,0.0348837,5.75178,1.56473,0.12822
BRCA2,10,770,854,255,15,0.0588235,13.0914,1.14579,0.334227,5,0.0196078,43.7308,0.114336,1,4,0.0156863,6.46255,0.61895,0.885547,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,2,0.00784314,13.558,0.147515,0.999981,235,0.921569,186.931,1.25715,0.000393795,4,0.0156863,5.6849,0.703618,0.818387
BRCA2,11,855,940,258,15,0.0581395,13.2454,1.13247,0.350135,3,0.0116279,44.2453,0.0678038,1,2,0.00775194,6.53858,0.305877,0.989095,15,0.0581395,12.6268,1.18795,0.287383,15,0.0581395,12.1601,1.23354,0.242655,0,0,13.7175,0,0.999999,239,0.926357,189.131,1.26368,0.000269877,2,0.00775194,5.75178,0.347718,0.978549
BRCA2,12,941,1025,255,13,0.0509804,13.0914,0.993021,0.546903,2,0.00784314,43.7308,0.0457343,1,2,0.00784314,6.46255,0.309475,0.988352,13,0.0509804,12.48,1.04167,0.478756,13,0.0509804,12.0187,1.08164,0.426178,2,0.00784314,13.558,0.147515,0.999981,240,0.941176,186.931,1.28389,0.000110071,2,0.00784314,5.6849,0.351809,0.977292
BRCA2,13,1026,1111,258,16,0.0620155,13.2454,1.20797,0.258498,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,16,0.0620155,12.6268,1.26715,0.204369,16,0.0620155,12.1601,1.31577,0.167407,0,0,13.7175,0,0.999999,242,0.937984,189.131,1.27954,0.000125362,0,0,5.75178,0,0.996823
BRCA2,14,1112,1196,255,13,0.0509804,13.0914,0.993021,0.546903,0,0,43.7308,0,1,1,0.00392157,6.46255,0.154738,0.998439,13,0.0509804,12.48,1.04167,0.478756,13,0.0509804,12.0187,1.08164,0.426178,0,0,13.558,0,0.999999,241,0.945098,186.931,1.28924,8.43023e-05,0,0,5.6849,0,0.996603
BRCA2,15,1197,1282,258,15,0.0581395,13.2454,1.13247,0.350135,1,0.00387597,44.2453,0.0226013,1,1,0.00387597,6.53858,0.152938,0.998553,15,0.0581395,12.6268,1.18795,0.287383,15,0.0581395,12.1601,1.23354,0.242655,0,0,13.7175,0,0.999999,242,0.937984,189.131,1.27954,0.000125362,1,0.00387597,5.75178,0.173859,0.996823
BRCA2,16,1283,1367,255,15,0.0588235,13.0914,1.14579,0.334227,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,2,0.00784314,13.558,0.147515,0.999981,239,0.937255,186.931,1.27854,0.000143155,0,0,5.6849,0,0.996603
BRCA2,17,1368,1453,258,13,0.0503876,13.2454,0.981474,0.5636,1,0.00387597,44.2453,0.0226013,1,0,0,6.53858,0,0.998553,13,0.0503876,12.6268,1.02956,0.49534,13,0.0503876,12.1601,1.06907,0.442343,1,0.00387597,13.7175,0.0728998,0.999999,244,0.945736,189.131,1.29011,7.37463e-05,0,0,5.75178,0,0.996823
BRCA2,18,1454,1538,255,13,0.0509804,13.0914,0.993021,0.546903,2,0.00784314,43.7308,0.0457343,1,2,0.00784314,6.46255,0.309475,0.988352,13,0.0509804,12.48,1.04167,0.478756,13,0.0509804,12.0187,1.08164,0.426178,0,0,13.558,0,0.999999,240,0.941176,186.931,1.28389,0.000110071,2,0.00784314,5.6849,0.351809,0.977292
BRCA2,19,1539,1624,258,10,0.0387597,13.2454,0.75498,0.849791,3,0.0116279,44.2453,0.0678038,1,0,0,6.53858,0,0.998553,10,0.0387597,12.6268,0.791967,0.808099,10,0.0387597,12.1601,0.822359,0.771318,0,0,13.7175,0,0.999999,245,0.949612,189.131,1.2954,5.62358e-05,0,0,5.75178,0,0.996823
BRCA2,20,1625,1709,255,15,0.0588235,13.0914,1.14579,0.334227,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,0,0,13.558,0,0.999999,240,0.941176,186.931,1.28389,0.000110071,0,0,5.6849,0,0.996603
BRCA2,21,1710,1794,255,12,0.0470588,13.0914,0.916635,0.656041,4,0.0156863,43.7308,0.0914686,1,3,0.0117647,6.46255,0.464213,0.955759,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,6,0.0235294,13.558,0.442545,0.992564,238,0.933333,186.931,1.27319,0.000185455,3,0.0117647,5.6849,0.527714,0.922402
BRCA2,22,1795,1880,258,18,0.0697674,13.2454,1.35896,0.123532,1,0.00387597,44.2453,0.0226013,1,1,0.00387597,6.53858,0.152938,0.998553,18,0.0697674,12.6268,1.42554,0.0901977,18,0.0697674,12.1601,1.48025,0.0693096,2,0.00775194,13.7175,0.1458,0.999984,239,0.926357,189.131,1.26368,0.000269877,1,0.00387597,5.75178,0.173859,0.996823
BRCA2,23,1881,1965,255,13,0.0509804,13.0914,0.993021,0.546903,8,0.0313725,43.7308,0.182937,1,5,0.0196078,6.46255,0.773688,0.772111,13,0.0509804,12.48,1.04167,0.478756,13,0.0509804,12.0187,1.08164,0.426178,1,0.00392157,13.558,0.0737574,0.999999,234,0.917647,186.931,1.2518,0.000502166,5,0.0196078,5.6849,0.879523,0.670558
BRCA2,24,1966,2051,258,9,0.0348837,13.2454,0.679482,0.910945,0,0,44.2453,0,1,1,0.00387597,6.53858,0.152938,0.998553,9,0.0348837,12.6268,0.71277,0.881911,9,0.0348837,12.1601,0.740123,0.855187,0,0,13.7175,0,0.999999,249,0.965116,189.131,1.31655,1.82994e-05,0,0,5.75178,0,0.996823
BRCA2,25,2052,2136,255,17,0.0666667,13.0914,1.29857,0.171143,2,0.00784314,43.7308,0.0457343,1,0,0,6.46255,0,0.998439,17,0.0666667,12.48,1.36218,0.129428,17,0.0666667,12.0187,1.41446,0.102312,0,0,13.558,0,0.999999,236,0.92549,186.931,1.2625,0.000307591,0,0,5.6849,0,0.996603
